Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371840/O371840_bguw.png,1790.0,"Mahogni, Tekstil","Carved mahogany, with seat upholstery in uncut moquette",https://collections.vam.ac.uk/item/O371840/,O371840,Great Britain,unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371840.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KX3724/full/full/0/default.jpg,,,,,,54.0,c. 1790,50.5,91.5,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372130/O372130_bguw.png,1790.0,"Mahogni, Tekstil","Skoren mahogni, med sete trekt i oppskoren mokett",https://collections.vam.ac.uk/item/O372130/,O372130,Britain,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372130.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KX3738/full/full/0/default.jpg,,,,,"Polstring, Skjæring",54.0,c. 1790,0.0,91.5,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O154174/O154174_bguw.png,1830.0,"Bøk, Fløyel, Nøttetre","Carved, stained and varnished walnut, beech seat rails, upholstered in velvet",https://collections.vam.ac.uk/item/O154174/,O154174,Netherlands,Unknown,1850.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O154174.glb,0.0,Nederland,https://framemark.vam.ac.uk/collections/2011FD8319/full/full/0/default.jpg,,,,,,52.3,ca. 1830-1850,48.5,50.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372184/O372184_bguw.png,1678.0,Palisander,"Rosewood, carved and turned, and jointed",https://collections.vam.ac.uk/item/O372184/,O372184,The Netherlands,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372184.glb,0.0,,https://framemark.vam.ac.uk/collections/2025PH9261/full/full/0/default.jpg,,,,,,45.0,1678,0.0,102.2,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O133442/O133442_bguw.png,1660.0,Eik,"Eik, dreidd og skoren",https://collections.vam.ac.uk/item/O133442/,O133442,South Yorkshire,Unknown,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O133442/O133442.glb,0.0,,https://framemark.vam.ac.uk/collections/2011EM8191/full/full/0/default.jpg,,,,,"Dreiing, Skjæring",45.3,1660-1700,42.0,111.0,,1600-talet
"Chair (Jallot, Léon Albert)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59247/O59247_bguw.png,1900.0,"Silke, Tre","Skore pæretre, polstra i silke",https://collections.vam.ac.uk/item/O59247/,O59247,Paris,"Jallot, Léon Albert",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O59247.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2019MJ0855/full/full/0/default.jpg,,,,,,47.0,1900,52.6,86.0,,1900-talet
"Chair (Boman, Carl-Johan)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O181073/O181073_bguw.png,1962.0,"Bøk, Kryssfiner, Maling, Metall","[AI] Sammenleggbar stol i bøk og formpresset kryssfiner, delvis svartmalt, med synlige beslag i metall.",https://collections.vam.ac.uk/item/O181073/,O181073,Helsinki,"Boman, Carl-Johan",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O181073/O181073.glb,0.0,Finland,"https://framemark.vam.ac.uk/collections/2018KX9377/full/!800,800/0/default.jpg",,,,,,48.8,1962,43.8,40.0,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O168535/O168535_bguw.png,1685.0,"Nøttetre, Rotting",Skore og samanføygde nøttetre med spanskrøyra sete og rygg (spanskrøyrflettinga er ikkje original),https://collections.vam.ac.uk/item/O168535/,O168535,London,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O168535.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2008BV6011/full/full/0/default.jpg,,,,,"Fletting, Samanføying, Skjæring",0.0,ca. 1685--95,0.0,116.8,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O172519/O172519_bguw.png,1820.0,"Bjørk, Maling, Strå, Tre","[AI] Malt bjørk med skåret og dreid dekor, sete flettet med strå.",https://collections.vam.ac.uk/item/O172519/,O172519,Germany,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O172519/O172519.glb,0.0,Tyskland,"https://framemark.vam.ac.uk/collections/2017JU6841/full/!800,800/0/default.jpg",,,,,,60.0,1820,53.5,46.0,,1800-talet
3107,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O51416/O51416_bguw.png,1955.0,"Kryssfiner, Stål, Teak","Støypt teak-finert kryssfiner, med satinkrompletterte stålrørsbeiner",https://collections.vam.ac.uk/item/O51416/,O51416,Denmark,"Jacobsen, Arne Emil",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O51416/O51416.glb,0.0,Danmark,"https://framemark.vam.ac.uk/collections/2006AT8993/full/!800,800/0/default.jpg",,,,,"Finering, Laminering",50.0,1955,52.0,43.5,,1900-talet
3107,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O48606/O48606_bguw.png,1955.0,"Kryssfiner, Stål, Teak","Støypt teak-finert kryssfiner, med satinkrompletterte stålrørsbeiner",https://collections.vam.ac.uk/item/O48606/,O48606,Denmark,"Jacobsen, Arne Emil",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O48606.glb,0.0,Danmark,https://framemark.vam.ac.uk/collections/2006AL2232/full/full/0/default.jpg,,,,,"Finering, Laminering",50.0,1955,52.0,78.0,,1900-talet
3107,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O51417/O51417_bguw.png,1955.0,"Kryssfiner, Stål, Teak","Støypt teak-finert kryssfiner, med satinkrompletterte stålrørsbeiner",https://collections.vam.ac.uk/item/O51417/,O51417,Denmark,"Jacobsen, Arne Emil",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O51417/O51417.glb,0.0,Danmark,"https://framemark.vam.ac.uk/collections/2006AT8993/full/!800,800/0/default.jpg",,,,,"Finering, Laminering",50.0,1955,52.0,43.5,,1900-talet
"Chair (Gimson, Ernest William)",,1891.0,"Mahogni, Strå",Mahogni med sivsete,https://collections.vam.ac.uk/item/O61432/,O61432,London,"Gimson, Ernest William",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O61432.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JA8987/full/full/0/default.jpg,,,,,,0.0,1891,0.0,95.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O182332/O182332_bguw.png,1687.0,Eik,Skoren og dreidd eik,https://collections.vam.ac.uk/item/O182332/,O182332,England,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O182332/O182332.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KK4829/full/!800,800/0/default.jpg",,,,,,40.0,1687,34.6,55.7,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O133447/O133447_bguw.png,0.0,Eik,"Eik, dreidd og skoren",https://collections.vam.ac.uk/item/O133447/,O133447,South Yorkshire,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O133447/O133447.glb,0.0,,"https://framemark.vam.ac.uk/collections/2011EM8409/full/!800,800/0/default.jpg",,,,,"Dreiing, Skjæring",47.2,late 17th century or early 18th century,47.0,98.5,,
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372243/O372243_bguw.png,1670.0,"Bøk, Nøttetre, Rotting","Nøttetre og beisa bøk, med panel av spanskrøyrfletting",https://collections.vam.ac.uk/item/O372243/,O372243,Britain,unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372243.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2010EM4298/full/full/0/default.jpg,,,,,Fletting,51.0,ca. 1670-90,61.0,47.0,,1600-talet
Chair (Rodney Kinsman),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372080/O372080_bguw.png,1969.0,"Kunstlær, Plast, Skumplast, Stålrør","[AI] Forkrommede stålrør, polstret sete trukket med grønt kunstlær og detaljer i plast.",https://collections.vam.ac.uk/item/O372080/,O372080,England,Rodney Kinsman,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372080/O372080.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2011EW7764/full/!800,800/0/default.jpg",,,,,,52.0,1969,46.0,46.5,,1900-talet
Chair (Rodney Kinsman),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372079/O372079_bguw.png,1969.0,"Kunstlær, Plast, Stålrør",[AI] Forkrommet stålrør med polstret sete trukket med grønt kunstlær.,https://collections.vam.ac.uk/item/O372079/,O372079,England,Rodney Kinsman,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372079.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2011EW7764/full/full/0/default.jpg,,,,,,52.0,1969,46.0,46.5,,1900-talet
Chair (Rodney Kinsman),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372078/O372078_bguw.png,1969.0,"Kunstlær, Plast, Skumplast, Stålrør","[AI] Stablebare stoler med ramme av bøyde, forkrommede stålrør og polstret sete trukket med grønt kunstlær.",https://collections.vam.ac.uk/item/O372078/,O372078,England,Rodney Kinsman,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372078.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2011EW7764/full/full/0/default.jpg,,,,,,52.0,1969,46.0,46.5,,1900-talet
"Chair (Stam, Mart)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371727/O371727_bguw.png,1926.0,"Lær, Stålrør",[AI] Forkrommet stålrør med sete og rygg i spent lær.,https://collections.vam.ac.uk/item/O371727/,O371727,Germany,"Stam, Mart",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371727/O371727.glb,0.0,Tyskland,"https://framemark.vam.ac.uk/collections/2014HC8592/full/!800,800/0/default.jpg",,,,,,50.0,1926,64.0,84.0,,1900-talet
Ögla,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O176200/O176200_bguw.png,1996.0,Polypropylen,60% recycled polypropylene.,https://collections.vam.ac.uk/item/O176200/,O176200,Sweden,,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O176200/O176200.glb,0.0,Sverige,"https://framemark.vam.ac.uk/collections/2020MP7737/full/!800,800/0/default.jpg",,,,,,40.0,1996,48.0,44.8,,1900-talet
T5,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372081/O372081_bguw.png,1969.0,"Kryssfiner, Kunstlær, Plast, Skumplast, Stålrør","[AI] Forkrommede stålrør, polstret sete trukket med grønt kunstlær, benavslutninger i plast.",https://collections.vam.ac.uk/item/O372081/,O372081,England,Rodney Kinsman,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372081.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2011EW7764/full/full/0/default.jpg,,,,,,52.0,1969,46.0,46.5,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131694/O131694_bguw.png,1640.0,Eik,"Eik, dreidd og skoren",https://collections.vam.ac.uk/item/O131694/,O131694,England,ukjent,1660.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131694/O131694.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2014HA4860/full/!800,800/0/default.jpg",,,,,"Dreiing, Skjæring",47.0,1640-1660,41.0,102.5,,1600-talet
Sgabello Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O79538/O79538_bguw.png,1560.0,Nøttetre,Skore og beisa nøttetre,https://collections.vam.ac.uk/item/O79538/,O79538,Venice,ukjent,1600.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O79538.glb,0.0,Italia,https://framemark.vam.ac.uk/collections/2011EY5033/full/full/0/default.jpg,,,,,Skjæring,33.8,ca. 1560 - 1600,42.0,57.0,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O145069/O145069_bguw.png,1780.0,Mahogni,"Mahogany, with carved decoration.",https://collections.vam.ac.uk/item/O145069/,O145069,Great Britain,ukjent,1790.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O145069/O145069.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KJ9690/full/!800,800/0/default.jpg",,,,,,53.0,1780-1790,49.0,95.5,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O231890/O231890_bguw.png,1640.0,"Eik, Maling",[AI] Skåret og dreid eik med malt dekor på ryggbrettet.,https://collections.vam.ac.uk/item/O231890/,O231890,England,ukjent,1660.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O231890.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014HB8404/full/full/0/default.jpg,,,,,,21.3,1640-1660,37.8,104.5,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O118472/O118472_bguw.png,1875.0,"Tekstil, Tre",Turned wood upholstered with carpeting,https://collections.vam.ac.uk/item/O118472/,O118472,United Kingdom,unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O118472/O118472.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017KL1869/full/full/0/default.jpg,,,,,,43.5,1875-90,50.75,70.5,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O55145/O55145_bguw.png,1720.0,"Nøttetre, Tekstil","[AI] Skåret nøttetre, cabrioleben med klovføtter og s-formet sprossekryss, polstret sete og rygg trukket med mønstervevd tekstil.",https://collections.vam.ac.uk/item/O55145/,O55145,England,ukjent,1730.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O55145.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2012FH8854/full/full/0/default.jpg,,,,,,60.0,1720-1730,65.0,41.0,,1700-talet
Chair (Thomas Chippendale Senior),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372192/O372192_bguw.png,1755.0,"Fløyel, Mahogni","Skoren mahogni, med toppdekke i fløyel",https://collections.vam.ac.uk/item/O372192/,O372192,England,Thomas Chippendale Senior,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372192.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2013GP9541/full/full/0/default.jpg,,,,,"Polstring, Skjæring",59.0,ca. 1755-1770,56.5,94.5,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371864/O371864_bguw.png,1780.0,"Mahogni, Tekstil, Ull","Mahogni, med skoren dekor. Polstring av ullbroderi",https://collections.vam.ac.uk/item/O371864/,O371864,Great Britain,ukjent,1790.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371864.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014HD2104/full/full/0/default.jpg,,,,,"Polstring, Skjæring",53.0,1780-1790,49.0,95.5,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131705/O131705_bguw.png,1670.0,Eik,"Eik, skoren",https://collections.vam.ac.uk/item/O131705/,O131705,England,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131705/O131705.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2012FW3140/full/!800,800/0/default.jpg",,,,,,45.7,1670-1700,0.0,96.5,,1600-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372047/O372047_bguw.png,0.0,"Furu, Tre","[AI] Dreid og snekret furu med ubehandlet, patinert overflate.",https://collections.vam.ac.uk/item/O372047/,O372047,England,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372047.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JA4675/full/full/0/default.jpg,,,,,,49.0,late 19th century,38.5,86.5,,
Reigate rocking chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372094/O372094_bguw.png,1968.0,"Aluminium, Stål, Tekstil",Nylon-coated steel frame with anodised aluminium seat and back supports and upholstered cushion.,https://collections.vam.ac.uk/item/O372094/,O372094,England,"Plunkett, William",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372094.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2011EU0494/full/full/0/default.jpg,,,,,,67.3,1968,81.3,86.4,,1900-talet
Dining chair (A.W. Pugin),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O55171/O55171_bguw.png,1838.0,"Eik, Kunstlær","Skoren eik, med polstring trekt i imitert lær",https://collections.vam.ac.uk/item/O55171/,O55171,England,A.W. Pugin,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O55171.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006BF6060/full/full/0/default.jpg,,,,,,47.0,ca. 1838,60.0,110.5,,1800-talet
Irma,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O156956/O156956_bguw.png,1980.0,"Aluminium, Lær",Aluminium and leather,https://collections.vam.ac.uk/item/O156956/,O156956,Italy,Achille Castiglioni,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O156956.glb,0.0,Italia,https://framemark.vam.ac.uk/collections/2015HU8011/full/full/0/default.jpg,,,,,,0.0,1980,0.0,81.3,,1900-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O1531313/O1531313_bguw.png,0.0,Kryssfiner,Kryssfiner,https://collections.vam.ac.uk/item/O1531313/,O1531313,,,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O1531313/O1531313.glb,0.0,,"https://framemark.vam.ac.uk/collections/2021MV3254/full/!800,800/0/default.jpg",,,,,,39.5,,52.0,46.0,,
"Chair (Falconet, Louis)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59055/O59055_bguw.png,1765.0,"Bøk, Fløyel, Ull",Skoren og måla bøk med trekk av ullfløyel,https://collections.vam.ac.uk/item/O59055/,O59055,Paris,"Falconet, Louis",1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O59055.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2011FC2418/full/full/0/default.jpg,,,,,"Polstring, Skjæring",57.0,ca. 1765 -- ca. 1775,53.0,96.0,,1700-talet
Chair (Owen Jones),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O166471/O166471_bguw.png,1873.0,"Hestetagl, Mahogni, Nøttetre, Palisander","Mahogni innlagt med sykomor, rosentre og valnøtt; vove hestetaglstrekk",https://collections.vam.ac.uk/item/O166471/,O166471,London,Owen Jones,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O166471.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AT8022/full/full/0/default.jpg,,,,,,47.0,ca. 1873,51.0,87.0,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368603/O368603_bguw.png,1750.0,"Mahogni, Tekstil",Skoren mahogni; grønt toppdekkje av damask.,https://collections.vam.ac.uk/item/O368603/,O368603,england,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368603/O368603.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2015HP3698/full/!800,800/0/default.jpg",,,,,,60.0,1750-1775,56.0,91.0,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O78954/O78954_bguw.png,1730.0,"Bøk, Nøttetre, Tekstil, Ull","Valnøtt og bøk, polstra med trekk av nålebroderi (ull på lerret)",https://collections.vam.ac.uk/item/O78954/,O78954,England,ukjent,1745.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O78954/O78954.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AL6954/full/!800,800/0/default.jpg",,,,,,31.0,ca. 1730-1745,0.0,38.0,,1700-talet
Chair (Thonet),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O187940/O187940_bguw.png,1865.0,"Rotting, Tre",Bøygdtre og flettverk,https://collections.vam.ac.uk/item/O187940/,O187940,Austria,Thonet,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O187940/O187940.glb,0.0,Austerrike,"https://framemark.vam.ac.uk/collections/2017KE3322/full/!800,800/0/default.jpg",,,,,,40.25,ca. 1865,64.5,56.75,,1800-talet
