Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår,Sphericity (mesh),Fill-ratio (mesh),Inertia-ratio (mesh),"Kompleksitet (mesh, log10 v/a)",Konveks hylster-volum (m³)
Settee,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73906_bguw.png,1759.0,"Lind, Silke",Sofa i skoren og forgylta lind; silkedamaskpolstringa er moderne,https://collections.vam.ac.uk/item/O73906/,O73906,London,"Stuart, James 'Athenian'",1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73906.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006BD6822/full/!800,800/0/default.jpg",,,,Nyklassisisme,,213.5,1759-1765,86.5,94.0,Stol,1700-talet,0.7888502689608599,0.8123656324723256,0.3356584732267553,4.680488782237593,1.418529485965258
Settee,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73907_bguw.png,1759.0,"Lind, Silke",Sofa i skoren og forgylta lind; silkedamaskpolstringa er moderne,https://collections.vam.ac.uk/item/O73907/,O73907,London,"Stuart, James 'Athenian'",1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73907.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006BK8953/full/!800,800/0/default.jpg",,,,Nyklassisisme,,178.0,1759-1765,72.0,78.0,Stol,1700-talet,0.7383242865200015,0.7887013297651286,0.2253767771922857,4.8166420030706325,0.4914183556989093
Settee,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73909_bguw.png,1762.0,"Lind, Silke","Skoren og forgylta lind, med polstring av silkedamask",https://collections.vam.ac.uk/item/O73909/,O73909,London,"Stuart, James 'Athenian'",1762.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73909.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AK6434/full/!800,800/0/default.jpg",,,,Nyklassisisme,,178.0,1762,68.5,73.5,Stol,1700-talet,0.7977511714891786,0.7739384037141719,0.3192314505953794,4.91200219491552,0.5562608651820345
"Armchair (Stuart, James 'Athenian')",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73914_bguw.png,1759.0,"Lind, Silke",Lenestol i skoren og forgylta lind. Silkedamaskpolstringa er moderne,https://collections.vam.ac.uk/item/O73914/,O73914,London,"Stuart, James 'Athenian'",1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73914.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006BA0746/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Polstring, Skjæring",67.0,1759-1765,63.0,94.5,Armstol,1700-talet,0.8317673183274439,0.6363015826729829,0.5909599314390477,5.321237951527031,0.2419573031856497
"Armchair (Stuart, James 'Athenian')",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73917_bguw.png,1759.0,"Lind, Silke",Lenestol i skoren og forgylta lind. Silkedamaskpolstringa er moderne,https://collections.vam.ac.uk/item/O73917/,O73917,London,"Stuart, James 'Athenian'",1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73917.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JL2880/full/full/0/default.jpg,,,,Nyklassisisme,"Polstring, Skjæring",67.0,1759-1765,63.0,94.0,Armstol,1700-talet,0.714042326592241,0.4374344351131983,0.1810220371841365,4.18130016880762,4.345338917551857
"Armchair (Stuart, James 'Athenian')",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73919_bguw.png,1759.0,"Lind, Silke",Lenestol av skoren og forgylta lind. Silkedamaskpolstringa er moderne,https://collections.vam.ac.uk/item/O73919/,O73919,London,"Stuart, James 'Athenian'",1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73919.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JL2880/full/full/0/default.jpg,,,,Nyklassisisme,"Polstring, Skjæring",65.0,1759-1765,63.0,94.5,Armstol,1700-talet,0.7482267575886883,0.662530679957345,0.3954800775214421,4.886751085944169,0.5798653071217477
"Armchair (Stuart, James 'Athenian')",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73921_bguw.png,1759.0,"Lind, Silke",Lenestol i skoren og forgylta lind. Silkedamaskpolstringa er moderne,https://collections.vam.ac.uk/item/O73921/,O73921,London,"Stuart, James 'Athenian'",1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73921.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2016JL2880/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Polstring, Skjæring",71.0,1759-1765,70.0,95.0,Armstol,1700-talet,0.7120572227963171,0.4221784061940056,0.576438052248534,5.2169302948038725,0.2043554293921536
"Armchair (Stuart, James 'Athenian')",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O73923_bguw.png,1759.0,"Lind, Silke",Lenestol av skoren og forgylta lind; silkedamaskpolstringa er moderne,https://collections.vam.ac.uk/item/O73923/,O73923,London,"Stuart, James 'Athenian'",1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O73923.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006BK8955/full/!800,800/0/default.jpg",,,,Nyklassisisme,,66.0,1759-1765,63.0,94.5,Armstol,1700-talet,0.8242245282755474,0.6530097771418318,0.6587146502076038,5.322574195746881,0.2967303665924999
"Stool (Enthoven, R. E.)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O74040_bguw.png,1932.0,"Fløyel, Maling, Tre","[AI] Malt tre med svungne vanger og rektangulær sokkel, polstret sete trukket med fløyel.",https://collections.vam.ac.uk/item/O74040/,O74040,London,"Enthoven, R. E.",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O74040.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KX5927/full/full/0/default.jpg,,,,Art Deco / Tidleg modernisme,,0.0,ca. 1932,0.0,0.0,Krakk,1900-talet,0.7701706877276095,0.8505423575475487,0.5652601182215443,4.608485134902605,2.9497698871127978
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O74379_bguw.png,1780.0,"Bøk, Maling, Rotting","Skoren og måla bøk, med fletta rottingsete",https://collections.vam.ac.uk/item/O74379/,O74379,London,ukjent,1785.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O74379.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2012FR1275/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Fletting, Skjæring",61.0,1780-1785,52.0,98.0,Armstol,1700-talet,0.8287874974799432,0.6065548078484312,0.5060602801310807,5.309111522491257,0.1956590888548337
Armchair (Jacob-Desmalter),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O74821_bguw.png,1805.0,"Bøk, Mahogni, Tekstil","Mahogni, med siselerte og forgylte beslag, setesargar i bøk, og moderne polstring",https://collections.vam.ac.uk/item/O74821/,O74821,Paris,Jacob-Desmalter,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O74821.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2015HU5333/full/full/0/default.jpg,,,,Empire,,0.0,ca. 1805,0.0,0.0,Armstol,1800-talet,0.8140109985773911,0.7202276545360474,0.6196963058907095,4.632371816031824,2.617339529070828
Stool (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O75853_bguw.png,1660.0,Eik,"Eik, samanføygd, med skoren og dreidd dekor",https://collections.vam.ac.uk/item/O75853/,O75853,England,ukjent,1660.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O75853.glb,,Storbritannia,https://framemark.vam.ac.uk/collections/2006AK5804/full/full/0/default.jpg,,,,Barokk,"Dreiing, Samanføying, Skjæring",46.0,1660,28.0,53.0,Krakk,1600-talet,0.8049814143870342,0.9259321545854756,0.539155154808711,5.796069164527672,0.0585184434113523
Chair (Thomas Chippendale Senior),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O75898_bguw.png,1850.0,"Mahogni, Tekstil","Skoren mahogni, med moderne setepolstring",https://collections.vam.ac.uk/item/O75898/,O75898,Britain,Thomas Chippendale Senior,1870.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O75898.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AM8406/full/!800,800/0/default.jpg",,,,Chippendale / Rokokko,,66.0,1850-1870,60.9,100.2,Stol,1800-talet,0.7811688969308892,0.6094692935183588,0.4420413944889333,5.2735339943654775,0.176123846487251
Stool (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O75983_bguw.png,1610.0,Eik,"Eik, samanføygd, med dreidd og skoren dekor",https://collections.vam.ac.uk/item/O75983/,O75983,Great Britain,ukjent,1610.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O75983.glb,,Storbritannia,https://framemark.vam.ac.uk/collections/2006AK5802/full/full/0/default.jpg,,,,Barokk,"Dreiing, Samanføying, Skjæring",47.0,1610,34.5,60.0,Krakk,1600-talet,0.8096448101369117,0.8904161460615606,0.5103385353181683,5.691810893667991,0.0763774715988488
Ball Chair 08702,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O75987_bguw.png,1963.0,"Glasfiber, Metall",Glasfiber og polstring på metallbase,https://collections.vam.ac.uk/item/O75987/,O75987,Finland,"Aarnio, Eero",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O75987.glb,,Finland,"https://framemark.vam.ac.uk/collections/2006AV4330/full/!800,800/0/default.jpg",,,,Modernisme / Midtjahrhundre,,97.7,1963,66.0,119.0,Stol,1900-talet,0.9448429016355154,0.5775786895604991,0.6989458367545891,5.152520660595953,0.6689952712699477
Q Stak,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76033_bguw.png,1954.0,"Kryssfiner, Stål, Tre","Cherry-faced 7-ply plywood, steel",https://collections.vam.ac.uk/item/O76033/,O76033,London,"Day, Robin",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76033.glb,,Storbritannia,https://framemark.vam.ac.uk/collections/2016JJ3247/full/full/0/default.jpg,,,,Modernisme / Midtjahrhundre,,45.0,1954,42.4,76.1,Stol,1900-talet,0.8251995477013002,0.6466681077547068,0.5577667239036642,5.49496715459791,0.098258559409688
Visio 200,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76171_bguw.png,1979.0,"Bjørk, Bomull, Stål","Stålrøyr, metallbeslag, laminert bjørkesete og bomullspolstring",https://collections.vam.ac.uk/item/O76171/,O76171,Finland,"Heikkila, Simo",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76171.glb,0.0,Finland,"https://framemark.vam.ac.uk/collections/2006AU9670/full/!800,800/0/default.jpg",,,,Postmodernisme,,67.0,1979,79.0,42.5,Stol,1900-talet,0.8263672762438998,0.6008645299061123,0.5311448390062969,6.031166686555218,0.0218868499349781
The Keeler Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76201_bguw.png,1960.0,"Kryssfiner, Stål","Moulded plywood, bent tubular steel",https://collections.vam.ac.uk/item/O76201/,O76201,Denmark,Ukjend,,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76201.glb,,Danmark,https://framemark.vam.ac.uk/collections/2006AL2236/full/full/0/default.jpg,,,,Modernisme / Midtjahrhundre,,97.7,ca. 1960,66.0,119.0,Stol,1900-talet,0.8076144746018604,0.7290772379168223,0.5069094773812138,5.130801981518348,0.3874680000275863
Bedroom armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76209_bguw.png,1920.0,"Ibenholt, Lønn, Silke","Ibenholt og beisa lønn, polstra i brosjert silke (stoffet er rekonstruert etter originalen)",https://collections.vam.ac.uk/item/O76209/,O76209,France,"Groult, André",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76209.glb,18.0,Frankrike,"https://framemark.vam.ac.uk/collections/2006AL5958/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,82.0,ca. 1920,63.0,103.5,Armstol,1900-talet,0.8567341972966921,0.5866557712222515,0.5558903132648566,5.251040153242531,0.2818458796959169
"Stool (Groult, André)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76216_bguw.png,1920.0,"Ibenholt, Lønn, Silke","Ebony and stained maple, upholstered in brocaded silk (fabric reproduced from original)",https://collections.vam.ac.uk/item/O76216/,O76216,France,"Groult, André",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76216.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2006AL1496/full/full/0/default.jpg,,,,Art Deco / Tidleg modernisme,,0.0,ca. 1920,0.0,41.0,Krakk,1900-talet,0.9085212003935332,0.734549039029385,0.8737367260346142,5.9429699954625335,0.0578160832970383
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76334_bguw.png,1650.0,"Alm, Eik","Eik og alm, med skjering og dreiing",https://collections.vam.ac.uk/item/O76334/,O76334,England,Unknown,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76334.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AK5799/full/full/0/default.jpg,,,,Barokk,"Dreiing, Skjæring",57.0,1650-1700,55.5,114.0,Armstol,1600-talet,0.7951606055368788,0.6944988548738275,0.4547372745668176,5.102262802018281,0.2664060684318992
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76386_bguw.png,1880.0,"Rotting, Tre","Wood, partly carved and painted, with caned seat",https://collections.vam.ac.uk/item/O76386/,O76386,Bareilly,ukjent,1890.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76386.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AN0183/full/full/0/default.jpg,,,,Historisme,,47.5,1880-1890,52.0,37.5,Stol,1800-talet,0.7731680810581838,0.6061440003067031,0.374208913530925,6.116105081598788,0.0075313599356577
Sofa (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76417_bguw.png,1870.0,"Tekstil, Tre","Carved and pierced blackwood, with later upholstery",https://collections.vam.ac.uk/item/O76417/,O76417,Bombay Presidency,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76417.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2006AN0347/full/!800,800/0/default.jpg",,,,Viktorianisme,,170.0,ca. 1870,88.0,40.0,Stol,1800-talet,0.8294261742473598,0.7554238742133845,0.4243691467747333,5.6154650208984815,0.0683837546472711
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76418_bguw.png,1870.0,"Tekstil, Tre","Skore og gjennombora svarttre, med seinare polstring",https://collections.vam.ac.uk/item/O76418/,O76418,Bombay Presidency,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76418.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AM8497/full/full/0/default.jpg,,,,Historisme,,87.0,ca. 1870,0.0,33.0,Stol,1800-talet,0.8497927040817778,0.6687266073166678,0.8184012515544661,6.260476417847818,0.0178703309293597
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76439_bguw.png,1870.0,"Tekstil, Tre","Carved and pierced blackwood, with later upholstery",https://collections.vam.ac.uk/item/O76439/,O76439,Bombay Presidency,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76439.glb,0.0,,https://framemark.vam.ac.uk/collections/2012FK6251/full/full/0/default.jpg,,,,Historisme,,51.0,ca. 1870,72.0,42.0,Stol,1800-talet,0.7944460973890023,0.5683690545542452,0.3751309393338349,6.047761905336124,0.0108289905567092
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76442_bguw.png,1870.0,"Tekstil, Tre","Carved and pierced blackwood, with later upholstery",https://collections.vam.ac.uk/item/O76442/,O76442,Bombay Presidency,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76442.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AN0341/full/full/0/default.jpg,,,,Historisme,,47.0,ca. 1870,76.0,42.0,Stol,1800-talet,0.7426118599490876,0.459266382675084,0.4743150442061102,5.810430384134688,0.0405193674160946
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76449_bguw.png,1660.0,Eik,Skoren og dreidd eik,https://collections.vam.ac.uk/item/O76449/,O76449,Great Britain,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76449.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AK6001/full/!800,800/0/default.jpg",,,,Barokk,,46.0,1660-1700,45.0,46.0,Stol,1600-talet,0.7496789868643433,0.6392797267758937,0.3101548787313106,5.904074537781272,0.0106120680339507
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76472_bguw.png,1660.0,Eik,Skoren og dreidd eik,https://collections.vam.ac.uk/item/O76472/,O76472,England,ukjent,1720.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76472.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AK6003/full/!800,800/0/default.jpg",,,,Barokk,"Dreiing, Skjæring",49.0,1660-1720,42.0,45.0,Stol,1600-talet,0.7545651491092759,0.6938169469311121,0.3531997538498825,5.922951017625945,0.0110013842404631
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76478_bguw.png,1690.0,Eik,Skoren og dreidd eik,https://collections.vam.ac.uk/item/O76478/,O76478,England,ukjent,1690.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76478.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AK5999/full/!800,800/0/default.jpg",,,,Barokk,"Dreiing, Skjæring",48.5,1690,42.0,46.0,Stol,1600-talet,0.7412238100559915,0.6807363090899544,0.3088162661792728,5.906683343357761,0.0100144221261279
Sofa (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76731_bguw.png,1820.0,"Nøttetre, Tekstil",Frukttre (truleg nøttetre) med ebonisert og forgylta dekor. Fjørande sete og polstring,https://collections.vam.ac.uk/item/O76731/,O76731,Austria,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76731.glb,0.0,Austerrike,"https://framemark.vam.ac.uk/collections/2017JU1868/full/!800,800/0/default.jpg",,,,Empire,Polstring,56.0,ca. 1820,0.0,108.0,Stol,1800-talet,0.7959409682982448,0.7544238947689076,0.4073839465544271,4.704362590955691,1.466248104512344
Armchair (Jacob-Desmalter),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O76741_bguw.png,1805.0,"Bøk, Mahogni, Tekstil","Mahogni, med siselerte og forgylte beslag; setesargar i bøk, delvis fornya; polstringa er ikkje original",https://collections.vam.ac.uk/item/O76741/,O76741,Paris,Jacob-Desmalter,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O76741.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2019LV5404/full/!800,800/0/default.jpg",,,,Empire,,66.0,c. 1805,61.0,96.0,Armstol,1800-talet,0.8164693115849744,0.7329650804460112,0.6340950102208472,5.2675170637038,0.3061271004463948
Storm Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O77299_bguw.png,2000.0,"Alm, Ask, Eik, Lønn, Nøttetre","Various woods, including ash, sycamore, walnut, oak and elm, jointed and glued together",https://collections.vam.ac.uk/item/O77299/,O77299,London,"Richards, Stephen",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O77299.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006BB4248/full/full/0/default.jpg,,,,Samtidsdesign,,0.0,2000,0.0,0.0,Stol,2000-talet,0.9159558948112912,0.4759006180229125,0.7014634401934354,4.718830845199066,2.517193249453508
Chair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O77316_bguw.png,1580.0,Tre,"Carving, gilding",https://collections.vam.ac.uk/item/O77316/,O77316,Venice,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O77316.glb,0.0,Italia,https://framemark.vam.ac.uk/collections/2015HV7685/full/full/0/default.jpg,,,,Renessanse,,31.0,ca. 1580,48.0,99.3,Stol,1600-talet,0.7827529903923144,0.5742157517744125,0.2662912097395689,5.299207135214617,0.0999572651498317
Sgabello Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O77326_bguw.png,1550.0,Nøttetre,Nøttetre,https://collections.vam.ac.uk/item/O77326/,O77326,Italy,Unknown,1840.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O77326.glb,0.0,Italia,https://framemark.vam.ac.uk/collections/2014HB8304/full/full/0/default.jpg,,,,Barokk,,33.7,1550 - 1590; 1830 - 1840,39.0,53.0,Stol,1600-talet,0.7756901366031523,0.4962298333180955,0.2553060550557642,5.831655207113083,0.0136075063352203
